Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-08-01 00:00:00+00:00,0.0004480000061448,0.0004720000142697,0.0004199999966658,0.0004649999900721,51353810,0.0,0.0
2019-08-02 00:00:00+00:00,0.0004630000039469,0.0004659999976865,0.0003650000144261,0.0004020000051241,13054100,0.0,0.0
2019-08-03 00:00:00+00:00,0.0004009999975096,0.0004009999975096,0.0003600000054575,0.0003689999866764,7883216,0.0,0.0
2019-08-04 00:00:00+00:00,0.0003689999866764,0.0004260000132489,0.0003640000068116,0.0003729999880306,21190104,0.0,0.0
2019-08-05 00:00:00+00:00,0.0003739999956451,0.000387000007322,0.0003659999929368,0.0003699999942909,32301209,0.0,0.0
2019-08-06 00:00:00+00:00,0.0003710000019054,0.0003790000046137,0.0003530000103637,0.0003659999929368,39885728,0.0,0.0
2019-08-07 00:00:00+00:00,0.0003659999929368,0.0003720000095199,0.000358999997843,0.0003619999915827,53456325,0.0,0.0
2019-08-08 00:00:00+00:00,0.0003619999915827,0.0003729999880306,0.0003459999861661,0.000358999997843,17691681,0.0,0.0
2019-08-09 00:00:00+00:00,0.000358999997843,0.0003710000019054,0.0002880000101868,0.0002889999886974,9054190,0.0,0.0
2019-08-10 00:00:00+00:00,0.0002889999886974,0.0003380000125616,0.0002770000137388,0.0003129999968223,6025354,0.0,0.0
2019-08-11 00:00:00+00:00,0.0003129999968223,0.0003290000022388,0.0002969999914057,0.000304999994114,5357043,0.0,0.0
2019-08-12 00:00:00+00:00,0.000304999994114,0.0004339999868534,0.0003009999927598,0.0003760000108741,21955320,0.0,0.0
2019-08-13 00:00:00+00:00,0.0003760000108741,0.0003999999898951,0.0003429999924264,0.0003539999888744,10111638,0.0,0.0
2019-08-14 00:00:00+00:00,0.0003539999888744,0.000387000007322,0.0003110000106971,0.0003119999892078,7883045,0.0,0.0
2019-08-15 00:00:00+00:00,0.0003119999892078,0.0003349999897181,0.0003089999954681,0.0003250000008847,2374414,0.0,0.0
